
Tester ID/Tester Station: 3381-P-XX-020B-001003/
Computer Name           : 3380P-ATE-1003
Handler/Prober Name     : (Temperature: 022.8 C)
Production ID           : 50A_550mV_4U
Test Program Name       : D:\Project\LLD\LLD_8_Site\LLDC_3380P_AOR09_260402\LLDC_3380P_AOR09_211206.pln
Device Name             :
Lot ID                  : NK13374
Wafer ID                : NK13374-02
Probe Card No           :
Load Board No           :
SFT                     :
OPERATOR                :
Test Start Date         : Fri May 08 11:55:42 2026
Test End Date           : Fri May 08 11:57:59 2026
Fail Retest Rate        : 0.000000 % (Gross:568, Sample:568)
Sequence All ON         : NO
PreLoad Pat(Time)       :
Craft Current User      : app
Craft Version           : CRAFT_3380_2.60-SP3
OutPut TDO              :  WaferMapTDO SummaryTDO DataLogTDO HistogramTDO
Run Card No             :
Rom Code                :
                                       


 Sample   Pass   Pass%   Fail   Fail%
   542   535    98.71%       7     1.29%

,,,,,,Contact(1),Contact(2),Contact(3),Contact(4),VZ0(5),VZ0(6),VZ0(7),IR0(8),DIR0(9),VF0(10),VZ1(11),VZ2(12),DVZ(13),IR2_1(14),IR2_1_1(15),DIR2_1(16),VF1(17),IR2_2(18),VZ3(19),
138,5,1,1,8,17,347.772,3.007,367.513,3.095,21.887,21.887,21.887,22.576,3.529,237.231,22.109,22.044,65.231,6.979,6.881,-98.083,282.716,6.861,22.34,
139,6,1,1,9,17,368.035,3.454,333.016,2.592,21.864,21.864,21.864,22.606,2.48,238.261,22.074,22.01,64.865,6.412,6.28,-132.168,283.709,6.249,22.308,
140,7,1,1,10,17,351.176,3.059,342.436,2.78,22.051,22.051,22.051,22.628,2.956,236.773,22.266,22.203,63.217,8.666,8.533,-133.088,282.241,8.511,22.496,
141,0,1,1,11,16,386.102,3.515,393.083,3.468,21.89,21.89,21.89,22.615,5.531,238.423,22.115,22.04,74.799,9.219,9.124,-95.076,283.86,9.108,22.353,
142,1,1,1,12,16,378.356,3.32,343.523,3.232,22.002,22.002,22.002,22.623,5.722,237.006,22.233,22.157,76.172,10.071,9.942,-128.78,282.418,9.926,22.48,
143,2,1,1,13,16,313.783,3.851,367.177,3.166,21.875,21.875,21.875,22.643,6.199,237.712,22.09,22.021,69.58,6.703,6.528,-174.904,283.127,6.488,22.335,
144,3,1,1,14,16,372.391,3.23,342.951,3.492,22.044,22.044,22.044,22.61,6.39,236.189,22.282,22.209,72.281,11.158,10.99,-167.611,281.611,10.955,22.524,
145,4,1,1,11,17,332.086,3.329,366.34,3.42,22.037,22.037,22.037,22.623,5.15,237.758,22.247,22.173,74.799,9.011,8.907,-103.603,283.197,8.887,22.484,
146,5,1,1,12,17,350.375,3.238,368.607,3.292,21.903,21.903,21.903,22.623,8.297,237.131,22.138,22.063,75.073,10.652,10.512,-140.751,282.563,10.488,22.386,
147,6,1,1,13,17,374.236,3.666,338.545,2.79,21.842,21.842,21.842,22.63,8.106,237.803,22.067,21.996,70.679,8.57,8.35,-220.243,283.236,8.298,22.315,
148,7,1,1,14,17,360.117,3.288,349.989,2.982,22.033,22.033,22.033,22.639,4.673,236.737,22.262,22.193,69.122,9.849,9.659,-190.028,282.165,9.618,22.505,
149,0,1,1,15,16,385.387,3.489,400.121,3.63,21.871,21.871,21.871,22.613,6.39,238.43,22.1,22.028,71.503,9.366,9.216,-150.108,283.866,9.174,22.341,
150,1,1,1,16,16,378.17,3.297,343.795,3.215,22.01,22.01,22.01,22.619,6.104,237.014,22.242,22.17,72.556,10.073,9.87,-203.11,282.435,9.82,22.49,
151,2,1,1,17,16,313.625,3.827,367.541,3.152,21.906,21.906,21.906,22.64,6.676,237.729,22.12,22.052,68.619,6.647,6.427,-219.805,283.14,6.368,22.365,
152,3,1,1,18,16,371.275,3.206,346.985,3.585,22.076,22.076,22.076,22.614,5.341,236.192,22.312,22.24,72.372,11.447,11.302,-144.936,281.615,11.275,22.553,
153,4,1,1,15,17,332.78,3.314,368.786,3.44,22.025,22.025,22.025,22.616,3.91,237.776,22.251,22.182,69.443,8.823,8.659,-163.449,283.211,8.614,22.494,
154,5,1,1,16,17,350.44,3.211,369.415,3.28,21.924,21.924,21.924,22.618,5.341,237.15,22.159,22.087,72.006,10.582,10.356,-226.178,282.582,10.301,22.409,
155,6,1,1,17,17,375.695,3.677,338.91,2.777,21.889,21.889,21.889,22.627,5.341,237.812,22.099,22.028,71.228,8.448,8.239,-209.191,283.251,8.186,22.343,
156,7,1,1,18,17,359.094,3.263,349.624,2.969,22.075,22.075,22.075,22.639,4.196,236.742,22.302,22.232,69.031,9.937,9.786,-151.006,282.173,9.762,22.544,
157,0,1,1,19,16,384.436,3.478,407.889,3.831,21.897,21.897,21.897,22.616,4.578,238.424,22.125,22.052,72.144,9.588,9.457,-130.597,283.864,9.426,22.365,
158,1,1,1,20,16,375.838,3.287,342.107,3.225,22.025,22.025,22.025,22.627,5.913,236.987,22.258,22.184,73.929,10.764,10.586,-178.034,282.419,10.553,22.505,
159,2,1,1,21,16,308.225,3.815,362.806,3.159,21.911,21.911,21.911,22.666,6.199,237.68,22.126,22.056,69.168,8.699,8.499,-199.262,283.094,8.457,22.369,
160,3,1,1,22,16,365.195,3.197,342.751,3.622,22.083,22.083,22.083,22.646,5.627,236.137,22.318,22.245,72.693,13.971,13.809,-161.609,281.567,13.785,22.557,
161,4,1,1,19,17,333.002,3.318,369.809,3.47,22.058,22.058,22.058,22.615,4.864,237.773,22.283,22.214,69.443,8.791,8.644,-147.82,283.213,8.61,22.524,
162,5,1,1,20,17,349.088,3.204,368.435,3.283,21.943,21.943,21.943,22.62,5.245,237.133,22.178,22.106,72.647,10.826,10.622,-204.412,282.576,10.581,22.427,
163,6,1,1,21,17,372.291,3.68,335.541,2.782,21.889,21.889,21.889,22.644,4.387,237.781,22.112,22.043,68.985,9.892,9.658,-234.694,283.217,9.603,22.359,
164,7,1,1,22,17,353.744,3.257,344.667,2.974,22.079,22.079,22.079,22.667,4.578,236.693,22.304,22.235,68.207,12.213,12.014,-199.868,282.129,11.978,22.544,
165,0,1,1,23,16,379.035,3.471,393.026,3.58,21.897,21.897,21.897,22.64,6.39,238.371,22.121,22.049,72.372,11.47,11.324,-146.137,283.809,11.292,22.359,
166,1,1,1,24,16,372.083,3.284,338.323,3.215,22.011,22.011,22.011,22.645,5.436,236.953,22.241,22.168,72.693,12.144,11.919,-225,282.379,11.872,22.487,
167,2,1,1,25,16,307.596,3.813,361.619,3.144,21.875,21.875,21.875,22.664,6.104,237.673,22.09,22.021,69.077,8.534,8.285,-248.673,283.084,8.222,22.334,
168,3,1,1,26,16,366.046,3.194,341.556,3.568,22.029,22.029,22.029,22.632,6.008,236.141,22.265,22.192,72.372,12.824,12.643,-180.963,281.573,12.608,22.507,
169,4,1,1,23,17,326.729,3.297,363.114,3.436,22.056,22.056,22.056,22.64,5.054,237.725,22.278,22.208,69.717,10.73,10.573,-156.672,283.159,10.541,22.517,
170,5,1,1,24,17,344.889,3.197,363.843,3.265,21.924,21.924,21.924,22.639,6.199,237.089,22.157,22.084,72.464,12.282,12.058,-224.327,282.532,12.011,22.405,
171,6,1,1,25,17,370.831,3.688,333.18,2.768,21.853,21.853,21.853,22.65,5.436,237.763,22.064,21.993,71.64,10.288,10.006,-281.861,283.196,9.932,22.308,
172,7,1,1,26,17,353.372,3.255,343.759,2.961,22.019,22.019,22.019,22.662,5.817,236.688,22.246,22.177,69.077,11.693,11.484,-208.698,282.126,11.441,22.488,
173,0,1,1,27,16,378.692,3.491,401.044,3.785,21.846,21.846,21.846,22.638,7.82,238.356,22.072,22,71.548,11.329,11.162,-166.287,283.79,11.12,22.31,
174,1,1,1,28,16,372.655,3.298,338.452,3.221,21.982,21.982,21.982,22.641,8.106,236.952,22.211,22.138,73.288,11.73,11.495,-235.479,282.375,11.444,22.458,
175,2,1,1,29,16,310.421,3.828,364.33,3.156,21.881,21.881,21.881,22.656,7.248,237.693,22.094,22.025,69.397,7.584,7.383,-200.99,283.106,7.336,22.336,
176,3,1,1,30,16,370.123,3.213,346.012,3.598,22.063,22.063,22.063,22.62,5.054,236.176,22.297,22.224,73.013,11.56,11.404,-155.527,281.608,11.378,22.536,
177,4,1,1,27,17,325.656,3.313,362.12,3.456,21.998,21.998,21.998,22.644,5.722,237.699,22.221,22.151,70.267,11.008,10.817,-191.15,283.138,10.767,22.462,
178,5,1,1,28,17,344.095,3.21,363.057,3.28,21.888,21.888,21.888,22.644,5.913,237.082,22.121,22.048,72.327,12.51,12.253,-256.774,282.519,12.194,22.368,
179,6,1,1,29,17,371.397,3.68,334.783,2.786,21.842,21.842,21.842,22.647,5.245,237.769,22.064,21.993,70.175,9.773,9.54,-233.201,283.205,9.484,22.308,
180,7,1,1,30,17,357.077,3.271,347.557,2.976,22.037,22.037,22.037,22.651,3.815,236.723,22.263,22.193,69.809,10.46,10.274,-185.394,282.154,10.24,22.504,
181,0,1,1,31,16,369.744,3.242,387.497,3.435,21.873,21.873,21.873,22.62,3.719,238.39,22.088,22.022,66.238,9.606,9.5,-105.914,283.825,9.475,22.313,
182,1,1,1,32,16,364.981,3.055,332.301,3.01,21.993,21.993,21.993,22.614,3.242,236.997,22.214,22.148,65.964,9.407,9.232,-175.386,282.424,9.184,22.448,
183,4,1,1,31,17,317.273,3.086,354.173,3.233,22.02,22.02,22.02,22.629,3.91,237.734,22.219,22.153,66.01,9.492,9.353,-139.001,283.159,9.318,22.444,
184,5,1,1,32,17,335.991,2.976,356.212,3.067,21.895,21.895,21.895,22.62,4.005,237.116,22.118,22.053,65.094,10.464,10.268,-196.782,282.555,10.214,22.353,
185,6,1,1,33,17,365.324,3.449,329.583,2.567,21.818,21.818,21.818,22.613,4.387,237.826,22.029,21.968,61.02,6.97,6.805,-164.526,283.272,6.747,22.258,
186,0,1,1,31,18,375.609,3.362,399.213,3.673,21.876,21.876,21.876,22.625,4.196,238.398,22.096,22.027,69.214,9.956,9.818,-137.497,283.826,9.786,22.328,
187,1,1,1,32,18,370.903,3.171,337.679,3.108,22.009,22.009,22.009,22.618,4.673,236.996,22.233,22.162,71.182,9.604,9.459,-145.127,282.426,9.435,22.473,
188,2,1,1,33,18,309.699,3.704,364.966,3.049,21.879,21.879,21.879,22.626,5.436,237.753,22.085,22.019,66.147,5.033,4.917,-116.517,283.167,4.891,22.317,
189,4,1,1,31,19,323.975,3.197,361.533,3.351,22.017,22.017,22.017,22.627,4.768,237.749,22.235,22.168,67.291,9.348,9.19,-158.725,283.173,9.152,22.47,
190,5,1,1,32,19,343.151,3.089,363.142,3.168,21.906,21.906,21.906,22.618,5.341,237.131,22.132,22.062,70.038,10.157,9.996,-161.508,282.575,9.967,22.373,
191,6,1,1,33,19,372.097,3.565,336.256,2.677,21.838,21.838,21.838,22.615,5.15,237.84,22.054,21.987,67.245,7.02,6.888,-132.437,283.279,6.86,22.291,
192,0,1,1,27,18,377.984,3.478,399.849,3.767,21.87,21.87,21.87,22.641,6.199,238.355,22.096,22.024,71.686,11.572,11.395,-177.036,283.795,11.346,22.335,
193,1,1,1,28,18,371.611,3.287,337.465,3.21,22.004,22.004,22.004,22.647,8.011,236.948,22.235,22.162,73.242,12.136,11.886,-249.605,282.373,11.827,22.482,
194,2,1,1,29,18,309.956,3.817,364.144,3.152,21.89,21.89,21.89,22.659,8.297,237.691,22.104,22.034,70.084,7.734,7.523,-210.493,283.111,7.471,22.346,
195,3,1,1,30,18,369.072,3.205,346.262,3.619,22.06,22.06,22.06,22.626,6.962,236.171,22.296,22.222,73.7,12.006,11.853,-153.878,281.6,11.825,22.535,
196,4,1,1,27,19,325.584,3.315,361.569,3.448,22.027,22.027,22.027,22.647,6.485,237.699,22.252,22.182,70.129,11.223,11.02,-203.121,283.14,10.964,22.491,
197,5,1,1,28,19,343.223,3.201,362.291,3.272,21.905,21.905,21.905,22.648,5.817,237.078,22.138,22.065,72.418,12.809,12.551,-258.053,282.514,12.489,22.385,
198,6,1,1,29,19,372.09,3.675,335.333,2.776,21.847,21.847,21.847,22.645,7.248,237.778,22.07,22,69.992,9.586,9.35,-236.511,283.215,9.291,22.315,
199,7,1,1,30,19,356.398,3.258,347.142,2.97,22.038,22.038,22.038,22.654,6.008,236.723,22.264,22.194,70.358,10.64,10.463,-176.778,282.155,10.432,22.504,
200,0,1,1,23,18,380.273,3.479,402.789,3.778,21.935,21.935,21.935,22.632,5.913,238.38,22.161,22.089,71.732,10.932,10.777,-155.325,283.815,10.744,22.399,
201,1,1,1,24,18,373.063,3.287,338.616,3.204,22.047,22.047,22.047,22.638,7.534,236.964,22.278,22.204,73.746,11.615,11.424,-190.937,282.384,11.392,22.524,
202,2,1,1,25,18,308.526,3.821,362.456,3.148,21.908,21.908,21.908,22.66,5.817,237.677,22.124,22.054,69.763,8.24,8.017,-222.801,283.092,7.967,22.368,
203,3,1,1,26,18,366.082,3.2,341.849,3.582,22.057,22.057,22.057,22.633,8.583,236.145,22.295,22.222,72.968,12.983,12.779,-203.682,281.569,12.738,22.537,
204,4,1,1,23,19,329.733,3.308,366.776,3.461,22.089,22.089,22.089,22.625,4.768,237.748,22.313,22.243,70.221,9.628,9.478,-150.58,283.181,9.445,22.552,
205,5,1,1,24,19,345.855,3.201,364.838,3.272,21.953,21.953,21.953,22.632,5.531,237.103,22.187,22.114,72.281,11.784,11.571,-213.006,282.544,11.529,22.434,
206,6,1,1,25,19,369.594,3.656,333.745,2.775,21.874,21.874,21.874,22.647,8.011,237.763,22.098,22.028,70.358,10.043,9.822,-220.781,283.199,9.77,22.344,
207,7,1,1,26,19,353.644,3.259,344.21,2.969,22.048,22.048,22.048,22.661,7.057,236.693,22.276,22.206,69.672,11.677,11.466,-211.211,282.13,11.42,22.517,
208,0,1,1,19,18,384.407,3.476,406.816,3.775,21.941,21.941,21.941,22.611,8.488,238.427,22.169,22.098,71.457,9.299,9.172,-126.726,283.863,9.146,22.409,
209,1,1,1,20,18,377.426,3.287,343.451,3.215,22.069,22.069,22.069,22.614,10.586,237.014,22.302,22.229,73.288,9.875,9.694,-180.671,282.432,9.662,22.549,
210,2,1,1,21,18,309.992,3.822,363.958,3.15,21.955,21.955,21.955,22.653,7.629,237.699,22.171,22.102,68.665,7.841,7.628,-212.883,283.108,7.581,22.415,
211,3,1,1,22,18,365.839,3.203,343.73,3.628,22.126,22.126,22.126,22.639,7.343,236.145,22.361,22.29,70.908,13.553,13.37,-183.521,281.565,13.335,22.601,
212,4,1,1,19,19,333.338,3.302,369.895,3.45,22.096,22.096,22.096,22.609,4.292,237.785,22.322,22.253,69.26,8.388,8.251,-136.656,283.221,8.221,22.563,
213,5,1,1,20,19,350.239,3.202,369.258,3.274,21.975,21.975,21.975,22.611,5.436,237.15,22.212,22.139,73.105,10.137,9.963,-174.018,282.583,9.928,22.461,
214,6,1,1,21,19,373.75,3.683,336.535,2.776,21.92,21.92,21.92,22.633,6.771,237.794,22.143,22.075,68.848,9.07,8.866,-203.862,283.229,8.818,22.39,
215,7,1,1,22,19,355.647,3.254,346.212,2.965,22.113,22.113,22.113,22.652,7.153,236.716,22.34,22.271,68.481,11.079,10.9,-179.414,282.144,10.867,22.581,
216,0,1,1,15,18,383.978,3.484,406.086,3.775,21.902,21.902,21.902,22.616,5.436,238.419,22.131,22.059,71.777,9.634,9.48,-153.665,283.854,9.441,22.371,
217,1,1,1,16,18,377.455,3.289,343.28,3.216,22.047,22.047,22.047,22.618,5.722,237.009,22.281,22.207,73.425,10.019,9.844,-174.691,282.431,9.809,22.527,
218,2,1,1,17,18,312.703,3.823,366.526,3.149,21.947,21.947,21.947,22.641,6.008,237.721,22.163,22.094,68.527,6.76,6.56,-200.631,283.134,6.512,22.406,
219,3,1,1,18,18,370.824,3.203,345.59,3.574,22.123,22.123,22.123,22.611,6.866,236.187,22.359,22.288,70.999,11.344,11.178,-166.063,281.607,11.147,22.601,
220,4,1,1,15,19,332.215,3.324,368.164,3.457,22.054,22.054,22.054,22.619,6.58,237.767,22.282,22.212,69.534,9.127,8.949,-177.462,283.199,8.903,22.523,
221,5,1,1,16,19,349.488,3.206,368.464,3.276,21.949,21.949,21.949,22.617,5.722,237.138,22.184,22.112,72.006,10.548,10.349,-198.6,282.575,10.306,22.434,
222,6,1,1,17,19,373.664,3.658,337.679,2.777,21.913,21.913,21.913,22.628,8.392,237.802,22.137,22.068,69.168,8.638,8.418,-219.861,283.237,8.362,22.384,
223,7,1,1,18,19,359.123,3.26,349.581,2.965,22.112,22.112,22.112,22.635,7.343,236.742,22.34,22.271,68.527,9.727,9.562,-165.513,282.171,9.528,22.581,
224,0,23,23,11,18,383.885,3.547,406.036,3.86,1.474,,,,,,,,,,,,,,,
225,1,1,1,12,18,377.741,3.301,343.68,3.23,22.014,22.014,22.014,22.622,3.815,236.995,22.225,22.159,66.513,10.041,9.918,-123.136,282.427,9.893,22.452,
226,2,1,1,13,18,312.853,3.834,366.726,3.164,21.898,21.898,21.898,22.644,5.054,237.706,22.097,22.035,62.302,6.865,6.665,-199.913,283.132,6.611,22.326,
227,3,1,1,14,18,370.638,3.213,345.247,3.578,22.07,22.07,22.07,22.616,3.815,236.176,22.288,22.224,64.224,11.536,11.406,-130.036,281.596,11.375,22.51,
228,4,1,1,11,19,332.816,3.34,369.151,3.483,22.031,22.031,22.031,22.622,2.766,237.756,22.235,22.172,62.347,8.918,8.858,-59.722,283.197,8.846,22.454,
229,5,1,1,12,19,349.517,3.219,368.364,3.287,21.914,21.914,21.914,22.624,4.578,237.124,22.131,22.065,65.918,10.777,10.608,-169.518,282.566,10.572,22.363,
230,6,1,1,13,19,373.342,3.669,337.286,2.787,21.863,21.863,21.863,22.635,4.482,237.787,22.068,22.007,60.745,8.967,8.77,-196.67,283.229,8.709,22.295,
231,7,23,23,14,19,357.599,3.412,347.872,3.088,0.851669,,,,,,,,,,,,,,,
232,1,1,1,8,18,380.073,3.192,346.971,3.133,22.008,22.008,22.008,22.58,3.91,237.092,22.224,22.158,66.193,6.696,6.605,-91.025,282.567,6.591,22.452,
233,2,1,1,9,18,312.803,3.722,367.692,3.067,21.915,21.915,21.915,22.618,4.005,238.177,22.116,22.053,62.988,4.514,4.38,-134.423,283.611,4.351,22.346,
234,3,1,1,10,18,368.321,3.1,343.43,3.461,22.077,22.077,22.077,22.603,2.766,236.226,22.3,22.233,66.605,10.184,10.073,-111.625,281.689,10.054,22.528,
235,5,1,1,8,19,351.677,3.103,371.704,3.192,21.904,21.904,21.904,22.582,3.052,237.219,22.122,22.057,64.407,7.393,7.294,-99.014,282.708,7.276,22.352,
236,6,1,1,9,19,373.693,3.559,338.581,2.693,21.867,21.867,21.867,22.608,3.242,238.263,22.076,22.012,63.629,6.514,6.36,-154.372,283.715,6.322,22.31,
237,7,1,1,10,19,355.983,3.156,347.435,2.881,22.051,22.051,22.051,22.63,3.338,236.773,22.264,22.201,62.943,8.772,8.657,-114.901,282.245,8.636,22.493,
238,1,1,1,8,20,380.952,3.185,346.763,3.111,22.01,22.01,22.01,22.578,5.722,236.998,22.224,22.159,65.872,6.552,6.468,-84.013,282.422,6.451,22.452,
239,2,1,1,9,20,313.554,3.715,367.584,3.047,21.905,21.905,21.905,22.615,6.199,238.19,22.105,22.043,62.759,4.309,4.161,-148.122,283.617,4.123,22.335,
240,3,1,1,10,20,369.451,3.094,346.971,3.518,22.069,22.069,22.069,22.597,6.008,236.131,22.292,22.226,66.101,9.8,9.688,-112.074,281.559,9.665,22.52,
241,5,9,9,8,21,353.751,3.102,372.763,3.173,21.906,21.906,21.906,23.449,678.062,,,,,,,,,,,
242,6,1,1,9,21,375.624,3.564,339.16,2.673,21.872,21.872,21.872,22.601,5.054,238.276,22.065,22.002,62.759,5.947,5.82,-127.198,283.731,5.786,22.289,
243,7,1,1,10,21,358.179,3.155,348.53,2.86,22.052,22.052,22.052,22.619,4.673,236.697,22.266,22.204,61.707,8.016,7.884,-132,282.123,7.858,22.495,
244,0,1,1,11,20,385.215,3.487,406.888,3.773,21.89,21.89,21.89,22.615,5.722,238.424,22.118,22.044,73.837,9.199,9.116,-82.487,283.867,9.103,22.357,
245,1,1,1,12,20,378.013,3.297,343.637,3.216,22.022,22.022,22.022,22.62,5.245,237.011,22.255,22.181,74.066,9.933,9.766,-166.747,282.427,9.741,22.501,
246,2,1,1,13,20,312.767,3.829,366.454,3.152,21.915,21.915,21.915,22.646,4.005,237.718,22.131,22.061,69.717,6.869,6.691,-177.933,283.131,6.658,22.375,
247,3,1,1,14,20,371.861,3.206,347.779,3.594,22.093,22.093,22.093,22.61,4.578,236.196,22.331,22.258,72.418,11.077,10.946,-130.081,281.613,10.929,22.573,
248,4,1,1,11,21,333.731,3.32,370.481,3.468,22.042,22.042,22.042,22.613,4.578,237.777,22.267,22.196,71.64,8.27,8.171,-98.924,283.221,8.151,22.508,
249,5,1,1,12,21,349.896,3.21,368.814,3.278,21.934,21.934,21.934,22.619,6.294,237.142,22.169,22.096,73.425,10.445,10.259,-185.361,282.571,10.228,22.417,
250,6,1,1,13,21,373.828,3.673,337.4,2.782,21.888,21.888,21.888,22.636,6.58,237.792,22.113,22.043,70.358,8.905,8.718,-186.954,283.232,8.682,22.361,
251,7,1,1,14,21,358.829,3.262,349.302,2.967,22.083,22.083,22.083,22.641,5.817,236.738,22.311,22.242,68.802,9.944,9.805,-138.99,282.161,9.786,22.555,
252,0,1,1,15,20,385.501,3.478,408.332,3.785,21.918,21.918,21.918,22.61,4.101,238.44,22.148,22.075,72.601,9.055,8.975,-79.895,283.878,8.962,22.386,
253,1,1,1,16,20,379.15,3.284,344.789,3.203,22.054,22.054,22.054,22.609,6.39,237.028,22.288,22.213,75.073,9.238,9.142,-96.388,282.448,9.13,22.533,
254,2,1,1,17,20,314.212,3.818,368.228,3.145,21.957,21.957,21.957,22.632,6.294,237.739,22.173,22.103,70.45,5.999,5.888,-110.48,283.152,5.871,22.414,
255,3,1,1,18,20,372.777,3.19,345.998,3.521,22.141,22.141,22.141,22.602,4.482,236.216,22.378,22.304,73.38,10.509,10.433,-75.194,281.636,10.428,22.616,
256,4,1,1,15,21,333.388,3.309,370.317,3.459,22.079,22.079,22.079,22.612,3.91,237.781,22.291,22.218,73.151,8.408,8.323,-85,283.221,8.309,22.528,
257,5,1,1,16,21,351.956,3.198,370.996,3.272,21.961,21.961,21.961,22.605,6.199,237.169,22.198,22.124,73.929,9.509,9.395,-113.7,282.601,9.377,22.446,
258,6,1,1,17,21,377.226,3.665,340.762,2.772,21.925,21.925,21.925,22.616,7.343,237.835,22.152,22.08,71.045,7.521,7.363,-158.467,283.274,7.334,22.397,
259,7,1,1,18,21,362.277,3.253,352.793,2.961,22.128,22.128,22.128,22.624,7.534,236.778,22.356,22.286,70.175,8.688,8.602,-86.392,282.209,8.593,22.595,
260,0,1,1,19,20,386.36,3.465,406.058,3.709,21.96,21.96,21.96,22.602,6.104,238.45,22.187,22.115,72.83,8.555,8.487,-68.205,283.898,8.476,22.426,
261,1,1,1,20,20,379.322,3.269,345.411,3.2,22.078,22.078,22.078,22.604,6.104,237.038,22.313,22.236,76.126,8.929,8.837,-91.654,282.454,8.826,22.561,
262,2,1,1,21,20,313.704,3.801,367.97,3.133,21.967,21.967,21.967,22.631,4.768,237.742,22.181,22.111,70.313,5.922,5.819,-103.3,283.162,5.802,22.423,
263,3,1,1,22,20,370.631,3.183,348.687,3.617,22.141,22.141,22.141,22.609,4.578,236.196,22.376,22.303,72.784,11.127,11.053,-74.173,281.614,11.043,22.615,
264,4,1,1,19,21,334.575,3.305,371.554,3.455,22.112,22.112,22.112,22.604,4.387,237.799,22.337,22.266,70.953,7.945,7.866,-79.155,283.242,7.853,22.577,
265,5,1,1,20,21,352.156,3.182,371.389,3.255,21.991,21.991,21.991,22.6,4.768,237.178,22.225,22.151,73.837,9.124,9.031,-93.168,282.61,9.017,22.471,
266,6,1,1,21,21,376.997,3.64,341.084,2.757,21.944,21.944,21.944,22.61,5.722,237.848,22.154,22.082,72.739,7.037,6.93,-107.025,283.287,6.912,22.396,
267,7,1,1,22,21,359.631,3.242,350.282,2.95,22.124,22.124,22.124,22.631,7.343,236.755,22.351,22.281,70.313,9.224,9.137,-87.087,282.188,9.127,22.591,
268,0,1,1,23,20,383.942,3.462,406.53,3.762,21.951,21.951,21.951,22.611,3.529,238.427,22.177,22.104,72.968,9.146,9.083,-62.168,283.858,9.075,22.413,
269,1,1,1,24,20,374.966,3.272,340.97,3.201,22.06,22.06,22.06,22.625,4.196,236.992,22.291,22.215,75.989,10.478,10.383,-95.659,282.415,10.375,22.535,
270,2,1,1,25,20,308.89,3.802,363.1,3.136,21.923,21.923,21.923,22.655,3.815,237.691,22.137,22.065,72.784,7.65,7.557,-93.269,283.106,7.543,22.377,
271,3,1,1,26,20,366.526,3.187,341.771,3.559,22.078,22.078,22.078,22.629,5.913,236.157,22.314,22.24,74.387,12.51,12.418,-91.687,281.586,12.413,22.553,
272,4,1,1,23,21,332.007,3.302,368.679,3.448,22.1,22.1,22.1,22.614,4.196,237.775,22.324,22.253,71.503,8.65,8.578,-72.502,283.205,8.566,22.563,
273,5,1,1,24,21,347.235,3.188,366.311,3.26,21.971,21.971,21.971,22.624,5.341,237.126,22.205,22.13,75.119,10.953,10.843,-109.774,282.565,10.831,22.451,
274,6,1,1,25,21,370.181,3.634,334.754,2.765,21.898,21.898,21.898,22.642,5.627,237.779,22.122,22.049,72.968,9.416,9.309,-106.924,283.219,9.293,22.366,
275,7,1,1,26,21,354.209,3.246,344.646,2.953,22.074,22.074,22.074,22.658,4.196,236.704,22.301,22.23,70.679,11.243,11.13,-112.41,282.145,11.121,22.54,
276,0,1,1,27,20,378.492,3.469,399.878,3.744,21.892,21.892,21.892,22.638,4.959,238.364,22.118,22.044,73.608,11.174,11.072,-101.718,283.801,11.057,22.354,
277,1,1,1,28,20,372.87,3.28,338.48,3.197,22.013,22.013,22.013,22.638,5.627,236.967,22.245,22.169,75.989,11.303,11.176,-126.951,282.383,11.161,22.487,
278,2,1,1,29,20,310.814,3.814,364.687,3.14,21.892,21.892,21.892,22.652,7.057,237.704,22.107,22.035,71.64,7.122,6.994,-128.454,283.12,6.973,22.345,
279,3,1,1,30,20,370.252,3.201,343.194,3.523,22.056,22.056,22.056,22.618,5.245,236.187,22.292,22.218,74.524,11.302,11.214,-88.22,281.612,11.205,22.529,
280,4,1,1,27,21,327.051,3.308,362.22,3.425,22.058,22.058,22.058,22.639,4.673,237.72,22.268,22.194,73.792,10.406,10.293,-112.713,283.157,10.272,22.502,
281,5,1,1,28,21,346.005,3.199,364.816,3.264,21.923,21.923,21.923,22.633,6.294,237.108,22.157,22.082,75.348,11.435,11.296,-138.934,282.542,11.276,22.402,
282,6,1,1,29,21,370.767,3.619,336.356,2.769,21.858,21.858,21.858,22.636,5.436,237.788,22.082,22.009,72.372,8.783,8.638,-145.015,283.233,8.613,22.325,
283,7,1,1,30,21,358.88,3.254,349.395,2.961,22.041,22.041,22.041,22.639,5.341,236.746,22.268,22.197,71.411,9.453,9.353,-100.057,282.181,9.341,22.507,
284,0,1,1,31,20,378.449,3.371,397.124,3.587,21.874,21.874,21.874,22.618,4.101,238.415,22.093,22.023,70.175,9.308,9.215,-92.686,283.839,9.201,22.326,
285,1,1,1,32,20,372.834,3.18,338.473,3.102,22.006,22.006,22.006,22.615,6.104,237.004,22.23,22.157,72.556,9.247,9.148,-98.655,282.439,9.138,22.468,
286,2,1,1,33,20,311.787,3.718,365.782,3.051,21.882,21.882,21.882,22.623,4.864,237.761,22.088,22.021,67.154,4.828,4.726,-102.211,283.175,4.709,22.322,
287,4,1,1,31,21,326.078,3.206,360.181,3.305,22.02,22.02,22.02,22.622,5.245,237.758,22.238,22.17,68.161,8.876,8.758,-118.401,283.188,8.738,22.473,
